gid,handle,id,remote,type,variants,vendor
gid://shopify/Product/8404059685161,fage-trublend-coconut-150-g,8404059685161,False,yoghurt-desserts,"[{'id': 45494245032233, 'price': 36500, 'name': 'Fage TruBlend Coconut 150 g', 'public_title': None, 'sku': 'hrt128'}]",Fage
gid://shopify/Product/8404059586857,activia-yoghurt-pear-125g-x4,8404059586857,False,yoghurt-desserts,"[{'id': 45494244802857, 'price': 466500, 'name': 'Activia Yoghurt Pear 125 g x4', 'public_title': None, 'sku': 'dbk4120'}]",Activia
gid://shopify/Product/8404059291945,activia-greek-yoghurt-blueberry-125g-x4,8404059291945,False,yoghurt-desserts,"[{'id': 45494244147497, 'price': 490500, 'name': 'Activia Greek Yoghurt Blueberry 125 g x4', 'public_title': None, 'sku': 'dbk4122'}]",Activia
gid://shopify/Product/8404058800425,activia-greek-yoghurt-strawberry-125g-x4,8404058800425,False,yoghurt-desserts,"[{'id': 45494242607401, 'price': 490500, 'name': 'Activia Greek Yoghurt Strawberry 125 g x4', 'public_title': None, 'sku': 'dbk4123'}]",Activia
gid://shopify/Product/8404058636585,onken-yoghurt-strawberry-1-kg,8404058636585,False,yoghurt-desserts,"[{'id': 45494242378025, 'price': 36500, 'name': 'Onken Yoghurt Strawberry 1 kg', 'public_title': None, 'sku': 'hrt139'}]",Onken
gid://shopify/Product/8404058439977,onken-yoghurt-raspberry-400-g,8404058439977,False,yoghurt-desserts,"[{'id': 45494242050345, 'price': 36500, 'name': 'Onken Yoghurt Raspberry 400 g', 'public_title': None, 'sku': 'hrt138'}]",Onken
gid://shopify/Product/8404058210601,fage-trublend-blueberry-150-g,8404058210601,False,yoghurt-desserts,"[{'id': 45494240510249, 'price': 36500, 'name': 'Fage TruBlend Blueberry 150 g', 'public_title': None, 'sku': 'hrt127'}]",Fage
gid://shopify/Product/8399531180329,chicken-breast-610-g,8399531180329,False,meat-poultry,"[{'id': 45479009321257, 'price': 286500, 'name': 'Chicken Breast ~610 g', 'public_title': None, 'sku': 'hubmt47'}]",Generic
gid://shopify/Product/8404057686313,activia-yoghurt-prune-115-g-x4,8404057686313,False,yoghurt-desserts,"[{'id': 45494237036841, 'price': 540000, 'name': 'Activia Yoghurt Prune 115 g x4', 'public_title': None, 'sku': 'dbk4121'}]",Activia
gid://shopify/Product/8404057489705,activia-yoghurt-mango-125-g-x4,8404057489705,False,yoghurt-desserts,"[{'id': 45494236676393, 'price': 540000, 'name': 'Activia Yoghurt Mango 125 g x4', 'public_title': None, 'sku': 'dbk4118'}]",Activia
gid://shopify/Product/8404057096489,fage-trublend-strawberry-150-g,8404057096489,False,yoghurt-desserts,"[{'id': 45494235758889, 'price': 36500, 'name': 'Fage TruBlend Strawberry 150 g', 'public_title': None, 'sku': 'hrt129'}]",Fage
gid://shopify/Product/8404056932649,alpro-yoghurt-strawberry-400-g,8404056932649,False,yoghurt-desserts,"[{'id': 45494235496745, 'price': 36500, 'name': 'Alpro Yoghurt Strawberry 400 g', 'public_title': None, 'sku': 'hrt122'}]",Alpro
gid://shopify/Product/8404056670505,pinar-labne-multi-pack-160-g-x8,8404056670505,False,yoghurt-desserts,"[{'id': 45494234579241, 'price': 36500, 'name': 'Pinar Labne Multi-Pack 160 g x8', 'public_title': None, 'sku': 'HUBMA318'}]",Pinar
gid://shopify/Product/8404055916841,dolait-yoghurt-apricot-125-g-x4,8404055916841,False,yoghurt-desserts,"[{'id': 45494232154409, 'price': 36500, 'name': 'Dolait Yoghurt Apricot 125 g x4', 'public_title': None, 'sku': 'hbmt3301'}]",Dolait
gid://shopify/Product/8404055818537,monfruit-yoghurt-peach-125-g-x4,8404055818537,False,yoghurt-desserts,"[{'id': 45494232023337, 'price': 36500, 'name': 'Monfruit Yoghurt Peach 125 g x4', 'public_title': None, 'sku': 'HBM2452'}]",Monfruit
gid://shopify/Product/8404055163177,yeo-valley-yoghurt-vanilla-400-g,8404055163177,False,yoghurt-desserts,"[{'id': 45494230319401, 'price': 36500, 'name': 'Yeo Valley Yoghurt Vanilla 400 g', 'public_title': None, 'sku': 'hrt148'}]",Yeo Valley
gid://shopify/Product/8404054737193,alpro-yoghurt-plain-almond-400-g,8404054737193,False,yoghurt-desserts,"[{'id': 45494229336361, 'price': 36500, 'name': 'Alpro Yoghurt Plain Almond 400 g', 'public_title': None, 'sku': 'hrt120'}]",Alpro
gid://shopify/Product/8404054507817,monfruit-yoghurt-banana-125-g-x4,8404054507817,False,yoghurt-desserts,"[{'id': 45494229008681, 'price': 36500, 'name': 'Monfruit Yoghurt Banana 125 g x4', 'public_title': None, 'sku': 'HBM2423'}]",Monfruit
gid://shopify/Product/8404054245673,monfruit-yoghurt-natural-125-g-x4,8404054245673,False,yoghurt-desserts,"[{'id': 45494228648233, 'price': 36500, 'name': 'Monfruit Yoghurt Natural 125 g x4', 'public_title': None, 'sku': 'HUBMA3011'}]",Monfruit
gid://shopify/Product/8404054180137,dolait-unsweetneded-yoghurt-500-g,8404054180137,False,yoghurt-desserts,"[{'id': 45494228287785, 'price': 69500, 'name': 'Dolait Unsweetneded Yoghurt 500 g', 'public_title': None, 'sku': 'spar9584'}]",Dolait
gid://shopify/Product/8402962546985,smoked-bacon-100-g,8402962546985,False,sausages-bacon-cold-cuts,"[{'id': 45491151077673, 'price': 407000, 'name': 'Smoked Bacon ~100 g', 'public_title': None, 'sku': 'dbk2382'}]",Generic
gid://shopify/Product/8404053885225,tom-milk-natural-yoghurt-120-g-x4,8404053885225,False,yoghurt-desserts,"[{'id': 45494227206441, 'price': 705000, 'name': 'Tom Milk Natural Yoghurt 120 g x4', 'public_title': None, 'sku': 'dbk2423'}]",Tom Milk
gid://shopify/Product/8404056277289,tom-milk-yoghurt-peach-125-g-x4,8404056277289,False,yoghurt-desserts,"[{'id': 45494232777001, 'price': 705000, 'name': 'Tom Milk Yoghurt Peach 125 g x4', 'public_title': None, 'sku': 'spmex3808'}]",Tom Milk
gid://shopify/Product/8404057293097,tom-milk-yoghurt-coconut-126-g,8404057293097,False,yoghurt-desserts,"[{'id': 45494236152105, 'price': 199000, 'name': 'Tom Milk Yoghurt Coconut 126 g', 'public_title': None, 'sku': 'spar9583'}]",Tom Milk
gid://shopify/Product/8404053393705,lactel-dessert-chocolate-125-g-x4,8404053393705,False,yoghurt-desserts,"[{'id': 45494225961257, 'price': 422500, 'name': 'Lactel Dessert Chocolate 125 g x4', 'public_title': None, 'sku': 'spxabc932'}]",Lactel
gid://shopify/Product/8404053197097,alpro-yoghurt-plain-coconut-400-g,8404053197097,False,yoghurt-desserts,"[{'id': 45494225666345, 'price': 36500, 'name': 'Alpro Yoghurt Plain Coconut 400 g', 'public_title': None, 'sku': 'hrt121'}]",Alpro
gid://shopify/Product/8404053131561,actimel-immune-support-coconut-x8,8404053131561,False,yoghurt-desserts,"[{'id': 45494225502505, 'price': 36500, 'name': 'Actimel Immune Support Coconut x8', 'public_title': None, 'sku': 'hrt115'}]",Actimel
gid://shopify/Product/8404053000489,goodburry-yoghurt-vanilla-125-g-x4,8404053000489,False,yoghurt-desserts,"[{'id': 45494225273129, 'price': 114500, 'name': 'GoodBurry Yoghurt Vanilla 125 g x4', 'public_title': None, 'sku': 'spaxty1419'}]",GoodBurry
gid://shopify/Product/8400983097641,fresh-shrimps-market,8400983097641,False,naija-meat-poultry-sea-food,"[{'id': 45483396563241, 'price': 36500, 'name': 'Fresh Shrimps (Market)', 'public_title': None, 'sku': 'ONMspxspz048'}]",Generic
gid://shopify/Product/8400982933801,snails-small-x20-fresh,8400982933801,False,naija-meat-poultry-sea-food,"[{'id': 45483396301097, 'price': 36500, 'name': 'Snails - Small x20 (Fresh)', 'public_title': None, 'sku': 'rspwxyz29'}]",Generic
gid://shopify/Product/8400982671657,snails-large-x20-fresh,8400982671657,False,naija-meat-poultry-sea-food,"[{'id': 45483395809577, 'price': 36500, 'name': 'Snails - Large x20 (Fresh)', 'public_title': None, 'sku': 'rspwxyz27'}]",Generic
gid://shopify/Product/8400982507817,snails-medium-x20-fresh,8400982507817,False,naija-meat-poultry-sea-food,"[{'id': 45483395580201, 'price': 36500, 'name': 'Snails - Medium x20 (Fresh)', 'public_title': None, 'sku': 'rspwxyz28'}]",Generic
gid://shopify/Product/8400982311209,nkonko-water-snail-170-g,8400982311209,False,naija-meat-poultry-sea-food,"[{'id': 45483394302249, 'price': 36500, 'name': 'Nkonko - Water Snail (Milk Cup)', 'public_title': None, 'sku': 'ONMspxspz031'}]",Generic
gid://shopify/Product/8400982114601,snails-small-x20-cleaned,8400982114601,False,naija-meat-poultry-sea-food,"[{'id': 45483394138409, 'price': 36500, 'name': 'Snails - Small x20 (Cleaned)', 'public_title': None, 'sku': 'ONmkt212'}]",Generic
gid://shopify/Product/8400981852457,snails-large-x20-cleaned,8400981852457,False,naija-meat-poultry-sea-food,"[{'id': 45483393679657, 'price': 36500, 'name': 'Snails - Large x20 (Cleaned)', 'public_title': None, 'sku': 'ONmkt210'}]",Generic
gid://shopify/Product/8400981623081,croaker-fish-fresh-cut-up-1-kg,8400981623081,False,naija-meat-poultry-sea-food,"[{'id': 45483393384745, 'price': 36500, 'name': 'Croaker Fish - Fresh - Cut Up ~1 kg', 'public_title': None, 'sku': 'omwpxyz29'}]",Generic
gid://shopify/Product/8400981393705,ram-1-kg-cut-up,8400981393705,False,naija-meat-poultry-sea-food,"[{'id': 45483393155369, 'price': 350000, 'name': 'Ram 1 kg - Cut Up', 'public_title': None, 'sku': 'spmt1162'}]",Generic
gid://shopify/Product/8400981164329,white-fish-small-x1-dried-fish,8400981164329,False,naija-meat-poultry-sea-food,"[{'id': 45483392762153, 'price': 36500, 'name': 'White Fish - Small x1 (Dried Fish)', 'public_title': None, 'sku': 'ONMspxspz022'}]",Generic
gid://shopify/Product/8400980902185,catfish-smoked-small-x3,8400980902185,False,naija-meat-poultry-sea-food,"[{'id': 45483392270633, 'price': 36500, 'name': 'Catfish - Smoked Small x3', 'public_title': None, 'sku': 'omwpxyz31'}]",Generic
gid://shopify/Product/8400980705577,abo-fish-smoked-sole-fish-x10,8400980705577,False,naija-meat-poultry-sea-food,"[{'id': 45483391975721, 'price': 36500, 'name': 'Abo Fish - Smoked (Sole Fish) x10', 'public_title': None, 'sku': 'oyingbo001'}]",Generic
gid://shopify/Product/8400980476201,catfish-large-x3-dried-fish,8400980476201,False,naija-meat-poultry-sea-food,"[{'id': 45483391648041, 'price': 36500, 'name': 'Catfish - Large x3 (Dried Fish)', 'public_title': None, 'sku': 'ONMspxspz016'}]",Generic
gid://shopify/Product/8400979984681,shaki-1-kg-cut-up,8400979984681,False,naija-meat-poultry-sea-food,"[{'id': 45483390927145, 'price': 199000, 'name': 'Shaki ~1 kg - Cut Up', 'public_title': None, 'sku': 'omwpxyz76'}]",Generic
gid://shopify/Product/8400979296553,goat-arm-smoked-cut-up,8400979296553,False,naija-meat-poultry-sea-food,"[{'id': 45483388698921, 'price': 36500, 'name': 'Goat Arm - Smoked - Cut Up', 'public_title': None, 'sku': 'mrt0011'}]",Generic
gid://shopify/Product/8400978084137,goat-arm-smoked-whole,8400978084137,False,naija-meat-poultry-sea-food,"[{'id': 45483386536233, 'price': 36500, 'name': 'Goat Arm - Smoked - Whole', 'public_title': None, 'sku': 'alt3006'}]",Generic
gid://shopify/Product/8400977920297,goat-leg-smoked-whole,8400977920297,False,naija-meat-poultry-sea-food,"[{'id': 45483385946409, 'price': 36500, 'name': 'Goat Leg - Smoked - Whole', 'public_title': None, 'sku': 'alt3005'}]",Generic
gid://shopify/Product/8400977690921,goat-head-smoked-whole,8400977690921,False,naija-meat-poultry-sea-food,"[{'id': 45483385061673, 'price': 36500, 'name': 'Goat Head - Smoked - Whole', 'public_title': None, 'sku': 'omwpx4145'}]",Generic
gid://shopify/Product/8400977494313,goat-head-smoked-cut-up,8400977494313,False,naija-meat-poultry-sea-food,"[{'id': 45483384897833, 'price': 36500, 'name': 'Goat Head - Smoked - Cut Up', 'public_title': None, 'sku': 'mrt0012'}]",Generic
gid://shopify/Product/8400976806185,locust-beans,8400976806185,False,naija-ingredients,"[{'id': 45483383750953, 'price': 36500, 'name': 'Locust Beans', 'public_title': None, 'sku': 'rspwxyz43'}]",Generic
gid://shopify/Product/8400974545193,uda-seed,8400974545193,False,naija-ingredients,"[{'id': 45483380375849, 'price': 36500, 'name': 'Uda Seed', 'public_title': None, 'sku': 'omwpxyz85'}]",Generic
gid://shopify/Product/8400974119209,tuwo-4-l,8400974119209,False,naija-ingredients,"[{'id': 45483379261737, 'price': 36500, 'name': 'Tuwo (Paint Bucket)', 'public_title': None, 'sku': 'rspwxyz66'}]",Generic
gid://shopify/Product/8400973922601,cocoyam-x1,8400973922601,False,naija-ingredients,"[{'id': 45483378802985, 'price': 36500, 'name': 'Cocoyam x1', 'public_title': None, 'sku': 'ONMspxspz025'}]",Generic
gid://shopify/Product/8400973562153,water-leaf,8400973562153,False,naija-ingredients,"[{'id': 45483377983785, 'price': 42000, 'name': 'Water Leaf', 'public_title': None, 'sku': 'spxspz2286'}]",Generic
gid://shopify/Product/8400973267241,ebukereako,8400973267241,False,naija-ingredients,"[{'id': 45483377328425, 'price': 36500, 'name': 'Ebukere/Ako', 'public_title': None, 'sku': 'omwpxyz61'}]",Generic
gid://shopify/Product/8400972742953,utazi-whole,8400972742953,False,naija-ingredients,"[{'id': 45483376476457, 'price': 36500, 'name': 'Utazi - Whole', 'public_title': None, 'sku': 'ONMspxspz018'}]",Generic
gid://shopify/Product/8400972513577,atama-whole,8400972513577,False,naija-ingredients,"[{'id': 45483376181545, 'price': 36500, 'name': 'Atama - Whole', 'public_title': None, 'sku': 'ONMspxspz009'}]",Generic
gid://shopify/Product/8400972251433,atama-cut-up,8400972251433,False,naija-ingredients,"[{'id': 45483375755561, 'price': 36500, 'name': 'Atama - Cut Up', 'public_title': None, 'sku': 'omwpxyz1009'}]",Generic
gid://shopify/Product/8400972022057,utazi-cut-up,8400972022057,False,naija-ingredients,"[{'id': 45483375198505, 'price': 36500, 'name': 'Utazi - Cut Up', 'public_title': None, 'sku': 'omwpxyz1002'}]",Generic
gid://shopify/Product/8400970940713,bay-leaves-big,8400970940713,False,naija-ingredients,"[{'id': 45483372937513, 'price': 36500, 'name': 'Bay Leaves - Big', 'public_title': None, 'sku': 'rspwxyz11'}]",Generic
gid://shopify/Product/8400970711337,okpeyi-soft-x3,8400970711337,False,naija-ingredients,"[{'id': 45483372118313, 'price': 36500, 'name': 'Okpeyi - Soft x3', 'public_title': None, 'sku': 'ONMspxspz028'}]",Generic
gid://shopify/Product/8400970121513,okpeyi-strong-x3,8400970121513,False,naija-ingredients,"[{'id': 45483371102505, 'price': 36500, 'name': 'Okpeyi - Strong x3', 'public_title': None, 'sku': 'ONMspxspz027'}]",Generic
gid://shopify/Product/8400969892137,water-leaf-whole,8400969892137,False,naija-ingredients,"[{'id': 45483370610985, 'price': 36500, 'name': 'Water Leaf - Whole', 'public_title': None, 'sku': 'omwpxyz47'}]",Generic
gid://shopify/Product/8400969269545,uziza-leaf-cut-up,8400969269545,False,naija-ingredients,"[{'id': 45483369922857, 'price': 36500, 'name': 'Uziza Leaf - Cut Up', 'public_title': None, 'sku': 'omwpxyz1008'}]",Generic
gid://shopify/Product/8400969040169,coconut-oil-market,8400969040169,False,naija-ingredients,"[{'id': 45483368939817, 'price': 36500, 'name': 'Coconut Oil (Market)', 'public_title': None, 'sku': 'rspwxyz20'}]",Generic
gid://shopify/Product/8400968843561,ogbono-whole-850-g,8400968843561,False,naija-ingredients,"[{'id': 45483368743209, 'price': 36500, 'name': 'Ogbono - Whole (Derica Cup)', 'public_title': None, 'sku': 'omwpxyz33'}]",Generic
gid://shopify/Product/8400968646953,fresh-sweetcorn-75-g,8400968646953,False,naija-ingredients,"[{'id': 45483368546601, 'price': 36500, 'name': 'Fresh Sweetcorn 75 g', 'public_title': None, 'sku': 'HUB0697i'}]",Generic
gid://shopify/Product/8400967696681,okazi-leaf-afang-whole,8400967696681,False,naija-ingredients,"[{'id': 45483367432489, 'price': 36500, 'name': 'Okazi Leaf (Afang) - Whole', 'public_title': None, 'sku': 'ONMspxspz046'}]",Generic
gid://shopify/Product/8400967467305,nzu-white-chalk-no-salt,8400967467305,False,naija-ingredients,"[{'id': 45483367039273, 'price': 36500, 'name': 'Nzu (White Chalk) - No Salt', 'public_title': None, 'sku': 'ONMspxspz010'}]",Generic
gid://shopify/Product/8400967303465,sweet-corn-peeled-raw-1-kg-3-4-pieces,8400967303465,False,naija-ingredients,"[{'id': 45483366875433, 'price': 85000, 'name': 'Sweet Corn - Peeled (Raw) ~1 kg (3-4 Pieces)', 'public_title': None, 'sku': 'sprnw1158'}]",Generic
gid://shopify/Product/8400967106857,bitter-leaf-whole-unwashed,8400967106857,False,naija-ingredients,"[{'id': 45483366449449, 'price': 36500, 'name': 'Bitter Leaf - Whole & Unwashed', 'public_title': None, 'sku': 'omwpxyz11'}]",Generic
gid://shopify/Product/8400966680873,nzu-white-chalk-with-salt-x4,8400966680873,False,naija-ingredients,"[{'id': 45483365892393, 'price': 36500, 'name': 'Nzu (White Chalk) - With Salt x4', 'public_title': None, 'sku': 'ONMspxspz011'}]",Generic
gid://shopify/Product/8400966025513,corn-on-the-cob-peeled-raw-x4,8400966025513,False,naija-ingredients,"[{'id': 45483365204265, 'price': 36500, 'name': 'Corn On The Cob - Peeled (Raw) x4', 'public_title': None, 'sku': 'oyingbo005'}]",Generic
gid://shopify/Product/8400964878633,corn-on-the-cob-unpeeled-raw-x4,8400964878633,False,naija-ingredients,"[{'id': 45483363664169, 'price': 36500, 'name': 'Corn On The Cob - Unpeeled (Raw) x4', 'public_title': None, 'sku': 'oyingbo006'}]",Generic
gid://shopify/Product/8400964616489,corn-on-the-cob-unpeeled-raw-x3,8400964616489,False,naija-ingredients,"[{'id': 45483363172649, 'price': 36500, 'name': 'Corn On The Cob - Unpeeled (Raw) x3', 'public_title': None, 'sku': 'ONMspxspz070'}]",Generic
gid://shopify/Product/8400962978089,tuwo-rice-24-kg,8400962978089,False,naija-ingredients,"[{'id': 45483358224681, 'price': 36500, 'name': 'Tuwo Rice 24 kg', 'public_title': None, 'sku': 'ONmkt203'}]",Generic
gid://shopify/Product/8400962748713,tuwo-rice-48-kg,8400962748713,False,naija-ingredients,"[{'id': 45483357962537, 'price': 36500, 'name': 'Tuwo Rice 48 kg', 'public_title': None, 'sku': 'ONmkt202'}]",Generic
gid://shopify/Product/8400962552105,ground-rice-4-l,8400962552105,False,naija-ingredients,"[{'id': 45483357765929, 'price': 36500, 'name': 'Ground Rice (Paint Bucket)', 'public_title': None, 'sku': 'rspwxyz35'}]",Generic
gid://shopify/Product/8400960913705,ofada-rice-24-kg,8400960913705,False,naija-ingredients,"[{'id': 45483354882345, 'price': 36500, 'name': 'Ofada Rice 24 kg', 'public_title': None, 'sku': 'ONmkt201'}]",Generic
gid://shopify/Product/8400960684329,ofada-rice-48-kg,8400960684329,False,naija-ingredients,"[{'id': 45483354554665, 'price': 36500, 'name': 'Ofada Rice 48 kg', 'public_title': None, 'sku': 'ONmkt200'}]",Generic
gid://shopify/Product/8402826330409,spice-supreme-thyme-leaves-42-g,8402826330409,False,salt-spices,"[{'id': 45490791809321, 'price': 249000, 'name': 'Spice Supreme Thyme Leaves 42 g', 'public_title': None, 'sku': 'spspot2879'}]",Spice Supreme
gid://shopify/Product/8402825969961,trs-madras-curry-powder-100-g,8402825969961,False,salt-spices,"[{'id': 45490790662441, 'price': 246500, 'name': 'TRS Madras Curry Powder 100 g', 'public_title': None, 'sku': 'spsptr2650'}]",TRS
gid://shopify/Product/8402825773353,spice-supreme-jollof-rice-soma-spice-156-g,8402825773353,False,salt-spices,"[{'id': 45490790367529, 'price': 254000, 'name': 'Spice Supreme Jollof Rice Soma Spice 156 g', 'public_title': None, 'sku': 'spspot2865'}]",Spice Supreme
gid://shopify/Product/8402846089513,aace-foods-suya-spice-80-g,8402846089513,False,salt-spices,"[{'id': 45490848497961, 'price': 172500, 'name': 'Aace Foods Suya Spice 80 g', 'public_title': None, 'sku': 'spar0390'}]",Aace Foods
gid://shopify/Product/8402823938345,spice-supreme-oriental-five-spices-99-g,8402823938345,False,salt-spices,"[{'id': 45490784076073, 'price': 254000, 'name': 'Spice Supreme Oriental Five Spices 99 g', 'public_title': None, 'sku': 'spspot2872'}]",Spice Supreme
gid://shopify/Product/8402841272617,aace-foods-chili-pepper-powder-80-g,8402841272617,False,salt-spices,"[{'id': 45490836963625, 'price': 134000, 'name': 'Aace Foods Chili Pepper Powder 80 g', 'public_title': None, 'sku': 'spwxyz1298'}]",Aace Foods
gid://shopify/Product/8402840125737,dried-ground-pepper-170-g,8402840125737,False,salt-spices,"[{'id': 45490833555753, 'price': 95000, 'name': 'Dried Ground Pepper (Milk Cup)', 'public_title': None, 'sku': 'alt1601'}]",Generic
gid://shopify/Product/8402839830825,curry-leaves,8402839830825,False,salt-spices,"[{'id': 45490833162537, 'price': 30000, 'name': 'Curry Leaves', 'public_title': None, 'sku': 'ONMspxspz049'}]",Generic
gid://shopify/Product/8402770362665,arike-ofada-rice-5-kg,8402770362665,False,rice-pasta-noodles,"[{'id': 45490647433513, 'price': 1676000, 'name': 'Arike Ofada Rice 5 kg', 'public_title': None, 'sku': 'spmt2245'}]",Arike
gid://shopify/Product/8402768036137,rich-md-ofada-rice-09-kg,8402768036137,False,rice-pasta-noodles,"[{'id': 45490640781609, 'price': 511000, 'name': 'Rich-MD Ofada Rice 0.9 kg', 'public_title': None, 'sku': 'dbk2264'}]",Rich-MD
gid://shopify/Product/8402767642921,sunola-parboiled-rice-1-kg,8402767642921,False,rice-pasta-noodles,"[{'id': 45490639405353, 'price': 268500, 'name': 'Sunola Parboiled Rice 1 kg', 'public_title': None, 'sku': 'spmt2230'}]",Sunola
gid://shopify/Product/8402837831977,trs-garam-masala-powder-100-g,8402837831977,False,salt-spices,"[{'id': 45490826805545, 'price': 373500, 'name': 'TRS Garam Masala Powder 100 g', 'public_title': None, 'sku': 'spsptr2644'}]",TRS
gid://shopify/Product/8402837635369,aace-foods-black-pepper-70-g,8402837635369,False,salt-spices,"[{'id': 45490826510633, 'price': 256000, 'name': 'Aace Foods Black Pepper 70 g', 'public_title': None, 'sku': 'spwxyz1302'}]",Aace Foods
gid://shopify/Product/8402836488489,best-one-table-salt-750-g,8402836488489,False,salt-spices,"[{'id': 45490821497129, 'price': 570000, 'name': 'Best-One Table Salt 750 g', 'public_title': None, 'sku': 'spwxyz1303'}]",Best-One
gid://shopify/Product/8402834686249,dangote-iodised-salt-1-kg,8402834686249,False,salt-spices,"[{'id': 45490815369513, 'price': 57500, 'name': 'Dangote Iodised Salt 1 kg', 'public_title': None, 'sku': 'spcgas984'}]",Dangote
gid://shopify/Product/8402834424105,knorr-beef-cubes-8-g-x45,8402834424105,False,salt-spices,"[{'id': 45490814746921, 'price': 244000, 'name': 'Knorr Beef Cubes 8 g x45', 'public_title': None, 'sku': 'narabc1435'}]",Knorr
gid://shopify/Product/8402761285929,natco-powa-thick-rice-flakes-1-kg,8402761285929,False,rice-pasta-noodles,"[{'id': 45490623054121, 'price': 960000, 'name': 'Natco Powa Thick Rice Flakes 1 kg', 'public_title': None, 'sku': 'dbk4016'}]",Natco
gid://shopify/Product/8402833375529,maggi-chicken-cubes-8-g-x50,8402833375529,False,salt-spices,"[{'id': 45490812518697, 'price': 193000, 'name': 'Maggi Chicken Cubes 8 g x50', 'public_title': None, 'sku': 'spmex047'}]",Maggi
gid://shopify/Product/8402832752937,mr-chef-iodised-salt-sachet-1-kg,8402832752937,False,salt-spices,"[{'id': 45490811273513, 'price': 58000, 'name': 'Mr Chef Iodised Salt Sachet 1 kg', 'public_title': None, 'sku': 'spwxyz1305'}]",Mr Chef
gid://shopify/Product/8402832425257,aace-foods-ginger-55-g,8402832425257,False,salt-spices,"[{'id': 45490810159401, 'price': 201000, 'name': 'Aace Foods Ginger 55 g', 'public_title': None, 'sku': 'spwxyz1299'}]",Aace Foods
gid://shopify/Product/8402832163113,maggi-crayfish-cubes-10-g-x60,8402832163113,False,salt-spices,"[{'id': 45490809536809, 'price': 455000, 'name': 'Maggi Crayfish Cubes 10 g x60', 'public_title': None, 'sku': 'spspot2776'}]",Maggi
gid://shopify/Product/8402831704361,maggi-chicken-cubes-10-g-x60,8402831704361,False,salt-spices,"[{'id': 45490808029481, 'price': 385000, 'name': 'Maggi Chicken Cubes 10 g x60', 'public_title': None, 'sku': 'spspot2775'}]",Maggi
gid://shopify/Product/8402824528169,cameroon-pepper-850-g,8402824528169,False,salt-spices,"[{'id': 45490786074921, 'price': 375000, 'name': 'Cameroon Pepper (Derica Cup)', 'public_title': None, 'sku': 'alt1600'}]",Generic
gid://shopify/Product/8402770657577,okelv-ofada-rice-5-kg,8402770657577,False,rice-pasta-noodles,"[{'id': 45490647728425, 'price': 1985000, 'name': 'Okelv Ofada Rice 5 kg', 'public_title': None, 'sku': 'whrt086'}]",Okelv
gid://shopify/Product/8402740773161,auntie-b-spaghetti-500-g,8402740773161,False,rice-pasta-noodles,"[{'id': 45490562367785, 'price': 124500, 'name': 'Auntie B Spaghetti 500 g', 'public_title': None, 'sku': 'spmex3651'}]",Auntie B
gid://shopify/Product/8402738938153,power-pasta-spaghetti-500-g,8402738938153,False,rice-pasta-noodles,"[{'id': 45490557518121, 'price': 95500, 'name': 'Power Pasta Spaghetti 500 g', 'public_title': None, 'sku': 'sprnw1726'}]",Power Pasta
gid://shopify/Product/8402766332201,caprice-rice-5-kg-imported,8402766332201,False,rice-pasta-noodles,"[{'id': 45490632884521, 'price': 900000, 'name': 'Caprice Parboiled Rice 5 kg', 'public_title': None, 'sku': 'spmt1361'}]",Caprice
gid://shopify/Product/8402736054569,auntie-b-spaghetti-slim-500-g,8402736054569,False,rice-pasta-noodles,"[{'id': 45490534089001, 'price': 124500, 'name': 'Auntie B Spaghetti Slim 500 g', 'public_title': None, 'sku': 'spmex3654'}]",Auntie B
gid://shopify/Product/8402734776617,honeywell-spaghetti-slim-500-g,8402734776617,False,rice-pasta-noodles,"[{'id': 45490528616745, 'price': 129500, 'name': 'Honeywell Spaghetti Slim 500 g', 'public_title': None, 'sku': 'sprnw1559'}]",Honeywell
gid://shopify/Product/8402765283625,caprice-rice-50-kg-imported,8402765283625,False,rice-pasta-noodles,"[{'id': 45490629181737, 'price': 7500000, 'name': 'Caprice Parboiled Rice 50 kg', 'public_title': None, 'sku': 'spmt1362'}]",Caprice
gid://shopify/Product/8402765185321,caprice-rice-25-kg-imported,8402765185321,False,rice-pasta-noodles,"[{'id': 45490629083433, 'price': 3800000, 'name': 'Caprice Parboiled Rice 25 kg', 'public_title': None, 'sku': 'spmt1360'}]",Caprice
gid://shopify/Product/8402764923177,caprice-rice-10-kg-imported,8402764923177,False,rice-pasta-noodles,"[{'id': 45490628493609, 'price': 1650000, 'name': 'Caprice Parboiled Rice 10 kg', 'public_title': None, 'sku': 'spmt1359'}]",Caprice
gid://shopify/Product/8402758893865,royal-stallion-thai-parboiled-rice-5-kg-imported,8402758893865,False,rice-pasta-noodles,"[{'id': 45490618269993, 'price': 900000, 'name': 'Royal Stallion Parboiled Rice 5 kg', 'public_title': None, 'sku': 'drtb185'}]",Royal Stallion
gid://shopify/Product/8402756763945,royal-stallion-thai-parboiled-rice-10-kg-imported,8402756763945,False,rice-pasta-noodles,"[{'id': 45490611421481, 'price': 1650000, 'name': 'Royal Stallion Parboiled Rice 10 kg', 'public_title': None, 'sku': 'drtb183'}]",Royal Stallion
